prompt_id,level,prompt_number,prompt_title,prompt_chars,prompt_words,in_comparison,n_configs,configs,Fable5_1_max__chat_id,Fable5_1_max__wall_s,Fable5_1_max__active_s,Fable5_1_max__waiting_s,Fable5_1_max__thinking_s,Fable5_1_max__text_s,Fable5_1_max__tool_s,Fable5_1_max__other_s,Fable5_1_max__segments,Fable5_1_max__typed_continues,Fable5_1_max__auto_continues,Fable5_1_max__incomplete,Fable5_1_max__stop_reasons_str,Fable5_1_max__tool_calls,Fable5_1_max__calls_lit,Fable5_1_max__calls_build,Fable5_1_max__calls_cmd,Fable5_1_max__calls_inspect,Fable5_1_max__calls_present,Fable5_1_max__calls_other,Fable5_1_max__n_bash_tool,Fable5_1_max__n_create_file,Fable5_1_max__n_str_replace,Fable5_1_max__n_view,Fable5_1_max__n_web_search,Fable5_1_max__n_web_fetch,Fable5_1_max__n_present_files,Fable5_1_max__n_chart_display_v0,Fable5_1_max__n_visualize:show_widget,Fable5_1_max__n_visualize:read_me,Fable5_1_max__n_Artifact,Fable5_1_max__tool_errors,Fable5_1_max__web_searches,Fable5_1_max__pages_fetched,Fable5_1_max__pages_reached,Fable5_1_max__web_domains,Fable5_1_max__scripts_written,Fable5_1_max__final_code_lines,Fable5_1_max__code_lines_written,Fable5_1_max__inline_script_lines,Fable5_1_max__command_lines,Fable5_1_max__final_answer_words,Fable5_1_max__images,Fable5_1_max__html_reports,Fable5_1_max__artifacts,Fable5_1_max__sandbox_files,Fable5_1_max__alternate_messages,Fable5_1_medium__chat_id,Fable5_1_medium__wall_s,Fable5_1_medium__active_s,Fable5_1_medium__waiting_s,Fable5_1_medium__thinking_s,Fable5_1_medium__text_s,Fable5_1_medium__tool_s,Fable5_1_medium__other_s,Fable5_1_medium__segments,Fable5_1_medium__typed_continues,Fable5_1_medium__auto_continues,Fable5_1_medium__incomplete,Fable5_1_medium__stop_reasons_str,Fable5_1_medium__tool_calls,Fable5_1_medium__calls_lit,Fable5_1_medium__calls_build,Fable5_1_medium__calls_cmd,Fable5_1_medium__calls_inspect,Fable5_1_medium__calls_present,Fable5_1_medium__calls_other,Fable5_1_medium__n_bash_tool,Fable5_1_medium__n_create_file,Fable5_1_medium__n_str_replace,Fable5_1_medium__n_view,Fable5_1_medium__n_web_search,Fable5_1_medium__n_web_fetch,Fable5_1_medium__n_present_files,Fable5_1_medium__n_chart_display_v0,Fable5_1_medium__n_visualize:show_widget,Fable5_1_medium__n_visualize:read_me,Fable5_1_medium__n_Artifact,Fable5_1_medium__tool_errors,Fable5_1_medium__web_searches,Fable5_1_medium__pages_fetched,Fable5_1_medium__pages_reached,Fable5_1_medium__web_domains,Fable5_1_medium__scripts_written,Fable5_1_medium__final_code_lines,Fable5_1_medium__code_lines_written,Fable5_1_medium__inline_script_lines,Fable5_1_medium__command_lines,Fable5_1_medium__final_answer_words,Fable5_1_medium__images,Fable5_1_medium__html_reports,Fable5_1_medium__artifacts,Fable5_1_medium__sandbox_files,Fable5_1_medium__alternate_messages,Opus4_7_max__chat_id,Opus4_7_max__wall_s,Opus4_7_max__active_s,Opus4_7_max__waiting_s,Opus4_7_max__thinking_s,Opus4_7_max__text_s,Opus4_7_max__tool_s,Opus4_7_max__other_s,Opus4_7_max__segments,Opus4_7_max__typed_continues,Opus4_7_max__auto_continues,Opus4_7_max__incomplete,Opus4_7_max__stop_reasons_str,Opus4_7_max__tool_calls,Opus4_7_max__calls_lit,Opus4_7_max__calls_build,Opus4_7_max__calls_cmd,Opus4_7_max__calls_inspect,Opus4_7_max__calls_present,Opus4_7_max__calls_other,Opus4_7_max__n_bash_tool,Opus4_7_max__n_create_file,Opus4_7_max__n_str_replace,Opus4_7_max__n_view,Opus4_7_max__n_web_search,Opus4_7_max__n_web_fetch,Opus4_7_max__n_present_files,Opus4_7_max__n_chart_display_v0,Opus4_7_max__n_visualize:show_widget,Opus4_7_max__n_visualize:read_me,Opus4_7_max__n_Artifact,Opus4_7_max__tool_errors,Opus4_7_max__web_searches,Opus4_7_max__pages_fetched,Opus4_7_max__pages_reached,Opus4_7_max__web_domains,Opus4_7_max__scripts_written,Opus4_7_max__final_code_lines,Opus4_7_max__code_lines_written,Opus4_7_max__inline_script_lines,Opus4_7_max__command_lines,Opus4_7_max__final_answer_words,Opus4_7_max__images,Opus4_7_max__html_reports,Opus4_7_max__artifacts,Opus4_7_max__sandbox_files,Opus4_7_max__alternate_messages,Opus4_7_high__chat_id,Opus4_7_high__wall_s,Opus4_7_high__active_s,Opus4_7_high__waiting_s,Opus4_7_high__thinking_s,Opus4_7_high__text_s,Opus4_7_high__tool_s,Opus4_7_high__other_s,Opus4_7_high__segments,Opus4_7_high__typed_continues,Opus4_7_high__auto_continues,Opus4_7_high__incomplete,Opus4_7_high__stop_reasons_str,Opus4_7_high__tool_calls,Opus4_7_high__calls_lit,Opus4_7_high__calls_build,Opus4_7_high__calls_cmd,Opus4_7_high__calls_inspect,Opus4_7_high__calls_present,Opus4_7_high__calls_other,Opus4_7_high__n_bash_tool,Opus4_7_high__n_create_file,Opus4_7_high__n_str_replace,Opus4_7_high__n_view,Opus4_7_high__n_web_search,Opus4_7_high__n_web_fetch,Opus4_7_high__n_present_files,Opus4_7_high__n_chart_display_v0,Opus4_7_high__n_visualize:show_widget,Opus4_7_high__n_visualize:read_me,Opus4_7_high__n_Artifact,Opus4_7_high__tool_errors,Opus4_7_high__web_searches,Opus4_7_high__pages_fetched,Opus4_7_high__pages_reached,Opus4_7_high__web_domains,Opus4_7_high__scripts_written,Opus4_7_high__final_code_lines,Opus4_7_high__code_lines_written,Opus4_7_high__inline_script_lines,Opus4_7_high__command_lines,Opus4_7_high__final_answer_words,Opus4_7_high__images,Opus4_7_high__html_reports,Opus4_7_high__artifacts,Opus4_7_high__sandbox_files,Opus4_7_high__alternate_messages,prompt_text
L1_11,L1,11,Pourbaix diagram for Cu-Fe electrodeposition electrolyte,566,93,True,4,Fable5_1_max|Fable5_1_medium|Opus4_7_max|Opus4_7_high,9c6a24e7-1883-43fa-87f0-303f64b33b78,1958.4,1704.5,253.9,1200.8,12.0,386.4,105.3,2,1,0,False,max_tokens|end_turn,26,4,5,12,3,2,0,12,5,0,3,3,1,1,0,0,0,1,0,3,1,23,18,4,847,847,113,135,497,1,1,4,7,0,e8126c4f-1eb3-4c27-8cbd-f47c74dacb02,297.7,297.7,0.0,119.7,30.8,124.4,22.8,1,0,0,False,end_turn,6,0,0,4,1,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,171,171,0,179,847,2,0,4,2,0,ba745218-ee4b-4220-9311-92d2cb701d78,2802.2,2662.2,140.0,1500.8,25.6,831.4,304.3,4,3,0,False,max_tokens|max_tokens|max_tokens|end_turn,27,0,11,8,6,2,0,8,5,6,6,0,0,0,0,0,0,2,0,0,0,0,0,3,2135,2880,21,29,373,0,1,1,20,3,203581d3-bc03-4242-9e74-32273f917738,721.1,720.8,0.3,244.6,21.1,382.5,72.7,1,0,0,False,end_turn,23,0,9,10,3,1,0,10,1,8,3,0,0,1,0,0,0,0,0,0,0,0,0,1,664,785,365,376,282,1,1,2,5,0,"In a single solution containing 1 mM Cu(II), 1 mM Fe(III), 10 mM citrate, 10 mM glycine, 0.1 M chloride, and 0.1 M ammonia at 25 C and I=0.1 m, build the joint two-dimensional E-pH Pourbaix diagram over pH 0-14 and E=-1.0 to +1.5 V_SHE. Hydrated species are preferred for this water-rich scenario about electrodeposition electrolyte design, and do not keep Fe2O3, CuO, FeOOH and Fe3O4. Identify how Cu and Fe partition among species, and report the principal region boundaries and junctions using the equilibrium constants and potentials actually used by the solver."
L2_1,L2,1,Selective copper chelator for neutral pH,351,58,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a93d07c-d439-4c8b-9603-63980fda14f9,201.3,201.2,0.1,114.9,33.3,41.2,11.8,1,0,0,False,end_turn,3,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,18,11,0,0,0,0,160,731,0,0,0,1,0,"I need a chelator that selectively binds Cu(II) over Zn(II) and Ni(II) in near-neutral aqueous solution (pH 6-8, I=0.1 m). Survey the SRD-46 ligands that have stability data for all three metals, run speciation for the top 2-3 candidates at 1 mM metal / 5 mM ligand, and recommend the best chelator with quantitative justification (free [M2+] ratios)."
L2_2,L2,2,Iron sequestrant selection for water treatment,356,59,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335b531e-c2da-4910-b51b-65616deb8260,420.4,420.4,0.0,251.8,16.4,124.3,27.8,1,0,0,False,end_turn,9,0,3,4,1,1,0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,218,218,1,6,374,1,0,3,2,0,"Find a sequestrant that holds Fe(III) in solution at pH 7-9 while binding Ca(II) and Mg(II) as weakly as possible (a water-treatment scale/iron control scenario, I=0.1 m). Survey SRD-46 ligands with data for all three metals, run speciation for the top 2-3 candidates at 1 mM metal / 5 mM ligand, and recommend the best one with quantitative justification."
L2_3,L2,3,Selective lead chelation in neutral pH water,339,55,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45fdccc1-fd53-4be6-9f27-aecd02464d00,331.1,331.1,0.0,193.0,35.4,69.6,33.2,1,0,0,False,end_turn,8,0,3,4,1,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,216,217,0,4,799,0,0,0,3,0,"Recommend a chelator for selective Pb(II) removal over Zn(II) and Ca(II) in near-neutral water (pH 6-8, I=0.1 m), as in lead-decorporation chemistry. Survey SRD-46 ligands with stability data for all three metals, run speciation for the top 2-3 candidates at 1 mM metal / 5 mM ligand, and justify the recommendation with free [M2+] ratios."
L2_4,L2,4,Amino acid ligand selectivity for metal discrimination,353,57,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57c7f63d-edf5-4e4e-9770-9fb1126f2a38,266.5,266.4,0.1,176.0,33.6,49.4,7.3,1,0,0,False,end_turn,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,643,0,0,0,0,0,"Which amino-acid ligand best discriminates Co(II), Ni(II) and Cu(II) in near-neutral solution (pH 6-8, I=0.1 m)? Survey the SRD-46 amino acids that have data for all three metals, run speciation for the top 2-3 candidates at 1 mM metal / 5 mM ligand, and recommend the ligand giving the largest separation in free [M2+], with quantitative justification."
L2_5,L2,5,Nickel hydroxide scaling prevention with ligands,276,53,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa08a3fa-52c6-40de-b394-e75313862796,147.7,147.7,0.0,119.9,27.8,0,0.0,1,0,0,False,end_turn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,"To stop nickel hydroxide scaling at pH 9 (1 mM Ni, 25 C, I=0.1 m), decide which of glycine, citrate, or ammonia keeps the most Ni(II) in solution. Build the speciation for each ligand at 10 mM, then rank the three by the free [Ni2+] remaining at pH 9 and explain the ordering."
L2_6,L2,6,Selective Cu(II) chelation through metal-ligand speciation,471,78,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b032fdda-500b-4a59-a089-cf3847ce0fc6,143.3,143.2,0.1,71.6,26.0,39.9,5.7,1,0,0,False,end_turn,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191,191,0,1,636,0,0,0,1,0,"I have to choose both a target metal and a chelator for a Cu(II)-capture process. Across the metals Cu(II), Ni(II) and Zn(II) and the ligands glycine, EDTA and citrate, run speciation for every metal-ligand pair at 1 mM metal / 5 mM ligand, pH 7, 25 C, I=0.1 m, assemble the full 3x3 free-[M2+]-suppression matrix, and recommend the single pairing that most selectively locks up Cu(II) relative to Ni(II) and Zn(II), with quantitative justification drawn from the matrix."
L2_7,L2,7,EDTA vs citrate for iron solubility in boiler water,445,77,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3586d647-7834-47bf-bb1e-851dc885fc14,518.1,518.0,0.1,495.8,22.2,0,0.0,1,0,0,False,end_turn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,"For a boiler-water antiscale screen at pH 8.5 (25 C, I=0.1 m), decide whether EDTA or citrate better holds Fe(III) soluble while wasting the least ligand on the hardness ions Ca(II), Mg(II) and Zn(II). For each of the four metals with each of the two ligands at 1 mM metal / 3 mM ligand, compute the metal-bound fraction at pH 8.5, then recommend the ligand giving the best Fe-over-hardness selectivity and quantify the margin in free-[M] terms."
L2_8,L2,8,EDTA competitive binding between copper and zinc,419,71,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fdf123bd-8d36-4e6e-b286-633923d129f4,161.0,161.0,0.0,140.3,20.7,0,0.0,1,0,0,False,end_turn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,"A single beaker holds 1 mM Cu(II), 1 mM Zn(II) and 1 mM EDTA together (sub-stoichiometric for the two metals combined) at pH 6, 25 C, I=0.1 m. Compute the joint speciation of this shared pot and determine how the one equivalent of EDTA partitions competitively between Cu and Zn; report the bound:free ratio of each metal, identify which metal wins the ligand, and justify it quantitatively from the computed fractions."
L3_1,L3,1,The Irving–Williams series pre,461,75,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef3954e9-5b51-46a2-b1b8-659e73143dca,121.2,120.9,0.3,103.8,17.1,0,0.0,1,0,0,False,end_turn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,"The Irving–Williams series predicts that the stability of high-spin divalent first-row complexes rises to a maximum at Cu(II) and falls at Zn(II). State this as a falsifiable hypothesis for the 1:1 M(II)-glycine complex, then test it: compute speciation for Co(II), Ni(II), Cu(II) and Zn(II) at 1 mM metal / 10 mM glycine, pH 7, 25 C, I=0.1 m, rank them by the free [M2+] suppressed, and state whether the computed ordering confirms or violates Irving–Williams."
L3_2,L3,2,Chelate effect verification for nickel ethylenediamine complexati,416,67,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b6fdcbd-fb45-46d9-997e-98ffbd8c0c74,117.2,116.8,0.4,65.8,22.5,25.1,3.4,1,0,0,False,end_turn,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,436,0,0,0,1,0,"The chelate effect predicts that bidentate ethylenediamine binds Ni(II) more strongly than two monodentate ammonia donors. Frame this as a testable hypothesis, then verify it by computing Ni(II) speciation at pH 7 (1 mM Ni) with 10 mM ethylenediamine versus 20 mM ammonia, and compare the free [Ni2+] remaining in each case. Report whether the computed result supports or refutes the chelate effect, and by how much."
L3_3,L3,3,Cadmium complexation_ chloride versus ammonia,410,69,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a74fc7a1-ae1a-4e1d-b8e8-4e74e12fc4c9,107.5,107.5,0.0,88.3,19.2,0,0.0,1,0,0,False,end_turn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,"Using hard–soft acid–base reasoning, hypothesise whether the soft acid Cd(II) is held more strongly by the soft base chloride or the borderline base ammonia near neutral pH. Then test it: compute Cd(II) speciation at 1 mM Cd with 0.1 M chloride and, separately, with 0.1 M ammonia, at pH 7, 25 C, I=0.1 m, and compare the free [Cd2+]. State whether the computation confirms or contradicts your HSAB prediction."
L3_4,L3,4,Hard-soft acid-base theory pre,613,98,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d2f2303-3508-454f-add4-e54d9433a94c,114.8,114.8,0.0,89.0,25.8,0,0.0,1,0,0,False,end_turn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,"Hard-soft acid-base theory predicts that when softer Cd(II) and harder Zn(II) compete in one pot for a soft donor (chloride) versus a borderline donor (ammonia), Cd(II) should monopolise the chloro-complexes while Zn(II) is pushed toward ammine/aquo species. State this as a falsifiable hypothesis, then test it by computing the joint speciation of a single solution containing 1 mM Cd(II), 1 mM Zn(II), 0.1 M chloride and 0.1 M ammonia together at pH 7, 25 C, I=0.1 m; report the chloro- versus ammine-bound fraction of each metal and state whether the computed partition confirms or refutes the HSAB prediction."
L3_5,L3,5,The Irving-Williams series pre,533,88,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebf9cb8d-4aed-41e0-8e3d-37ff3a4a7ed3,100.1,100.1,0.0,54.9,18.9,24.1,2.1,1,0,0,False,end_turn,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,550,0,0,0,1,0,"The Irving-Williams series predicts a divalent-stability maximum at Cu(II) independent of the donor set. State this as a falsifiable hypothesis, then test whether the Cu(II) maximum survives a change of ligand: compute 1:1 M(II) speciation for Co(II), Ni(II), Cu(II) and Zn(II) with (a) glycine and, separately, (b) ethylenediamine, each at 1 mM metal / 10 mM ligand, pH 7, 25 C, I=0.1 m; rank the free [M2+] suppression within each ligand set and state whether the Cu(II) maximum holds for both donor sets or breaks down for either."
L3_6,L3,6,The chelate effect predicts th,521,84,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8074d689-06f9-4c2e-a974-262816adaade,125.8,125.8,0.0,104.6,21.2,0,0.0,1,0,0,False,end_turn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,"The chelate effect predicts that, at matched donor-atom equivalents, raising ligand denticity progressively lowers the free [Ni2+]. State this as a falsifiable monotonic prediction, then test it by computing Ni(II) speciation at pH 7 (1 mM Ni, 25 C, I=0.1 m) against monodentate ammonia at 60 mM, bidentate ethylenediamine at 30 mM and hexadentate EDTA at 10 mM (all about 60 mM in donor-atom equivalents), and report whether the free [Ni2+] falls monotonically from ammonia to en to EDTA or violates the denticity trend."
L4_1,L4,1,Uranyl and thorium speciation with crown ethers and EDTA,233,42,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a1b756e-6a79-43e3-a7f5-b98f32630995,72.5,72.4,0.1,51.7,20.8,0,0.0,1,0,0,False,end_turn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,"In a single solution containing 1 mM U(VI), 1 mM Th(IV), 5 mM 18-crown-6 and 5 mM EDTA at pH 5, 25 C and I=0.1 m, compute the joint speciation and show the dominant uranyl-crown and thorium-crown complexes alongside the EDTA species."
L4_2,L4,2,In a single solution containin,246,42,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227af5f9-23a8-41ce-ba5e-bb6b2a82585c,119.8,119.8,0.0,43.4,61.4,5.2,9.8,1,0,0,False,end_turn,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,27,9,0,0,0,0,0,1455,0,0,0,0,0,"In a single solution containing 1 mM Fe(III), 1 mM Cu(II), 5 mM citrate and 0.1 M chloride together at 250 C and 80 bar, build the joint Pourbaix/speciation picture and give the Fe and Cu complex distributions under these hydrothermal conditions."
L4_3,L4,3,Acetic acid titration curve with NaOH,166,31,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84df438c-b1d2-4cb1-8b9b-a4d904e990e0,98.7,98.3,0.4,45.8,16.8,28.0,7.7,1,0,0,False,end_turn,3,0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,81,388,1,0,1,0,0,"Compute the full acid-base titration curve of 10 mM acetic acid titrated with NaOH from pH 2 to 12 at 25 C, and report the equivalence-point pH and the buffer region."
L4_4,L4,4,For a single solution holding,236,44,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9d67de7-3f6f-46dd-9b44-da48061aa6c1,64.7,64.6,0.1,40.4,24.3,0,0.0,1,0,0,False,end_turn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,"For a single solution holding 1 mM Pu(IV), 1 mM Am(III), 5 mM aspirin (acetylsalicylic acid) and 5 mM citrate at pH 4, 25 C and I=0.1 m, compute the joint speciation and give the dominant Pu and Am complexes with aspirin versus citrate."
L4_5,L4,5,Copper-glycine speciation at pH 7,153,29,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45a7c6a8-bebe-4efd-bf85-187172e6eec0,103.9,103.9,0.0,46.6,16.5,35.7,5.1,1,0,0,False,end_turn,3,0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,119,306,1,0,1,2,0,"Compute the pH-dependent speciation of cuprium(II) with glycine at 1 mM metal and 10 mM glycine, 25 C and I=0.1 m, and show the dominant species at pH 7."
L4_6,L4,6,In a single solution containin,255,49,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7f7725d-b150-4e55-9536-595bd73af5bf,127.7,127.3,0.4,101.4,25.8,0,0.0,1,0,0,False,end_turn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,"In a single solution containing 1 mM Cu(II), 1 mM Zn(II), 10 mM glycine and 1 mM EDTA at pH 6 and 25 C, how fast does the system reach equilibrium? Give the formation rate constants and the half-life for Cu and Zn to redistribute between glycine and EDTA."
L4_7,L4,7,Ternary complex abundance calculation for nickel,317,61,False,1,Opus4_7_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c5f7bc5-5a6f-4c03-87f8-0b1623d5c690,111.2,110.8,0.4,95.4,15.4,0,0.0,1,0,0,False,end_turn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,"For 1 mM Ni(II) with 5 mM glycine and 5 mM ammonia present together in the same solution at pH 8, 25 C, I=0.1 m, compute the abundance of the mixed-ligand TERNARY complex Ni(glycine)(ammonia) - the single species with both a glycinate and an ammonia bound to the same Ni - and give its percentage of total Ni at pH 8."
