export,config,model,effort,level,prompt_id,prompt_number,in_comparison,metric,value
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,artifacts,1
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,sandbox_files,14
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,alternate_messages,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,alternate_active_s,0.0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,calls_lit,5
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,calls_build,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,calls_cmd,13
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,calls_inspect,6
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,calls_present,2
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,calls_other,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,frac_lit,0.192
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,frac_build,0.0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,frac_cmd,0.5
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,frac_inspect,0.231
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,frac_present,0.077
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,frac_other,0.0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,web_searches,4
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,search_result_urls,31
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,pages_fetched,1
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,fetch_failed,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,pages_reached,31
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,web_domains,18
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,scripts_written,4
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,final_code_lines,505
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,final_code_chars,29130
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,code_lines_written,505
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,str_replace_applied,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,str_replace_untracked,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,inline_script_lines,115
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,command_lines,648
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,html_files_written,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,final_html_lines,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,thinking_share,0.726
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,text_share,0.006
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,tool_share,0.224
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,waiting_share,0.0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,mean_segment_s,1103.1
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,max_segment_s,1103.1
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,user_wait_total_s,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,median_tool_call_s,1.84
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,tool_s_bash_tool,228.5
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,tool_s_create_file,0.0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,tool_s_str_replace,0.0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,tool_s_view,7.6
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,tool_s_web_search,7.1
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,tool_s_web_fetch,2.3
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,tool_s_present_files,0.0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,tool_s_chart_display_v0,0.0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,tool_s_visualize:show_widget,0.0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,tool_s_visualize:read_me,0.9
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,tool_s_Artifact,1.2
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,errors_bash_tool,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,errors_create_file,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,errors_str_replace,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,errors_view,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,errors_web_search,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,errors_web_fetch,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,errors_present_files,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,errors_chart_display_v0,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,errors_visualize:show_widget,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,errors_visualize:read_me,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,errors_Artifact,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,time_lit_s,9.4
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,time_build_s,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,time_cmd_s,228.5
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,time_inspect_s,7.6
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,time_present_s,2.1
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_1,1,True,time_other_s,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,prompt_words,35
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,wall_s,213.8
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,active_s,213.8
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,waiting_s,0.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,thinking_s,72.5
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,text_s,2.3
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,tool_s,120.1
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,other_s,18.9
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,segments,1
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,typed_continues,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,auto_continues,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,incomplete,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,tool_calls,4
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,n_bash_tool,2
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,n_create_file,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,n_str_replace,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,n_view,1
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,n_web_search,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,n_web_fetch,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,n_present_files,1
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,n_chart_display_v0,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,n_visualize:show_widget,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,n_visualize:read_me,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,n_Artifact,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,tool_errors,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,bash_nonzero_exit,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,thinking_blocks,1
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,thinking_summaries,8
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,text_blocks,3
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,prompt_chars,189
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,final_answer_words,395
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,final_answer_chars,2285
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,images,1
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,html_reports,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,artifacts,2
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,sandbox_files,1
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,alternate_messages,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,alternate_active_s,0.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,calls_lit,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,calls_build,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,calls_cmd,2
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,calls_inspect,1
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,calls_present,1
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,calls_other,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,frac_lit,0.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,frac_build,0.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,frac_cmd,0.5
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,frac_inspect,0.25
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,frac_present,0.25
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,frac_other,0.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,web_searches,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,search_result_urls,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,pages_fetched,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,fetch_failed,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,pages_reached,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,web_domains,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,scripts_written,1
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,final_code_lines,91
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,final_code_chars,4639
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,code_lines_written,91
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,str_replace_applied,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,str_replace_untracked,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,inline_script_lines,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,command_lines,95
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,html_files_written,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,final_html_lines,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,thinking_share,0.339
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,text_share,0.011
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,tool_share,0.562
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,waiting_share,0.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,mean_segment_s,213.8
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,max_segment_s,213.8
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,user_wait_total_s,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,median_tool_call_s,21.86
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,tool_s_bash_tool,118.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,tool_s_create_file,0.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,tool_s_str_replace,0.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,tool_s_view,1.3
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,tool_s_web_search,0.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,tool_s_web_fetch,0.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,tool_s_present_files,0.8
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,tool_s_chart_display_v0,0.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,tool_s_visualize:show_widget,0.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,tool_s_visualize:read_me,0.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,tool_s_Artifact,0.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,errors_bash_tool,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,errors_create_file,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,errors_str_replace,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,errors_view,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,errors_web_search,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,errors_web_fetch,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,errors_present_files,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,errors_chart_display_v0,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,errors_visualize:show_widget,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,errors_visualize:read_me,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,errors_Artifact,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,time_lit_s,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,time_build_s,0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,time_cmd_s,118.0
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,time_inspect_s,1.3
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,time_present_s,0.8
Fable5_1,Fable5_1_medium,claude-fable-5-1,medium,L1,L1_1,1,True,time_other_s,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,prompt_words,39
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,wall_s,906.6
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,active_s,906.6
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,waiting_s,0.0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,thinking_s,752.4
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,text_s,4.5
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,tool_s,138.5
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,other_s,11.2
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,segments,1
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,typed_continues,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,auto_continues,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,incomplete,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,tool_calls,10
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,n_bash_tool,5
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,n_create_file,1
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,n_str_replace,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,n_view,3
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,n_web_search,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,n_web_fetch,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,n_present_files,1
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,n_chart_display_v0,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,n_visualize:show_widget,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,n_visualize:read_me,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,n_Artifact,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,tool_errors,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,bash_nonzero_exit,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,thinking_blocks,5
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,thinking_summaries,80
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,text_blocks,4
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,prompt_chars,224
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,final_answer_words,481
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,final_answer_chars,2678
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,images,1
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,html_reports,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,artifacts,2
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,sandbox_files,2
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,alternate_messages,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,alternate_active_s,0.0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,calls_lit,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,calls_build,1
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,calls_cmd,5
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,calls_inspect,3
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,calls_present,1
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,calls_other,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,frac_lit,0.0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,frac_build,0.1
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,frac_cmd,0.5
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,frac_inspect,0.3
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,frac_present,0.1
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,frac_other,0.0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,web_searches,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,search_result_urls,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,pages_fetched,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,fetch_failed,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,pages_reached,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,web_domains,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,scripts_written,1
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,final_code_lines,286
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,final_code_chars,14336
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,code_lines_written,286
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,str_replace_applied,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,str_replace_untracked,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,inline_script_lines,64
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,command_lines,72
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,html_files_written,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,final_html_lines,0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,thinking_share,0.83
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,text_share,0.005
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,tool_share,0.153
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,waiting_share,0.0
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,mean_segment_s,906.6
Fable5_1,Fable5_1_max,claude-fable-5-1,max,L1,L1_3,3,True,max_segment_s,906.6
